SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
61210,76278,7860-4CE8-A9,2,974,1,1020.594,0,2041.188,286BABAE-4037-4D67-ADAD-D3D3ED799D2D,29-11-13 23:00
69554,104868,7525-4F6A-93,3,874,1,5.394,0,16.182,1154322F-81D1-4D78-98D3-34F888A8452D,30-03-14 22:00
70658,107785,NA,1,998,1,539.99,0,539.99,37C7DAE0-76B5-4C02-A095-1898649D1ECE,13-04-14 22:00
73085,116442,NA,1,859,1,24.49,0,24.49,BB231AE2-B616-4DD0-BF82-5C267F377292,15-05-14 22:00
71388,109625,NA,1,929,1,29.99,0,29.99,D7061E83-C413-4723-AB6F-D5DDCE6467DB,24-04-14 22:00
53569,49560,113E-43AD-94,2,885,1,602.346,0,1204.692,2AAA2269-F597-4666-9573-0D75A20FCFB2,30-07-13 22:00
56203,58390,NA,1,870,1,4.99,0,4.99,0D9FD4BE-D3DA-4A9B-8AB4-B69FE7DBBA1C,13-09-13 22:00
47026,14654,123B-481F-8F,6,862,1,22.794,0,136.764,57C91355-98C5-4EDC-B4AC-E52477398F3A,29-06-12 22:00
47556,18168,NA,1,796,1,2181.5625,0,2181.5625,1B9E4826-CC36-4944-B723-8AD5148BE784,13-08-12 22:00
74798,120563,NA,1,929,1,29.99,0,29.99,AA98953A-B3BA-4EA7-BA35-02AABC25326D,19-06-14 22:00
46375,10291,FC73-422F-95,1,732,1,356.898,0,356.898,79C06C0E-1FDE-4D1C-814F-482284B3C828,29-04-12 22:00
46054,8688,425B-4504-93,3,760,1,419.4589,0,1258.3767,6367A084-3816-4DA8-A3B4-4CF1405A0FBA,29-03-12 22:00
55146,54201,NA,1,870,1,4.99,0,4.99,A40E4132-C0C8-4F8F-8B31-A3BCC61389F7,27-08-13 22:00
65158,88553,3613-4FA2-B8,7,707,1,20.994,0,146.958,93D93E02-CCC6-42D9-B170-AA691F2EBAE9,28-01-14 23:00
55309,55924,DA03-4582-85,6,873,1,1.374,0,8.244,9033EC10-5A15-4CF1-B49A-42DA1FE7CD14,29-08-13 22:00
46987,13831,60CF-4768-AF,11,715,2,27.879,0.02,300.53562,F7CE8806-A5B5-47D7-A14A-4725C6C31930,29-06-12 22:00
51708,39461,C46E-4C6C-95,1,782,1,1376.994,0,1376.994,8733BF09-93E7-4BD7-A135-931818813300,29-06-13 22:00
47366,16270,DD3E-4DAA-BA,4,827,1,165.231,0,660.924,450CAFE6-EBAB-46BF-A4A5-97B2F2A66E2C,30-07-12 22:00
46688,12401,NA,1,790,2,2443.35,0,2443.35,C42538CA-B890-4AB2-8399-9D29EEA5779F,31-05-12 22:00
51760,40576,2C2D-41C9-8C,1,978,13,334.0575,0.15,283.948875,47CBA7C1-018C-40DF-B1F7-C3F3D4B5DEB0,29-06-13 22:00
53650,50572,NA,1,870,1,4.99,0,4.99,D5EBD317-D947-452B-B4E7-0A7B2329F414,30-07-13 22:00
61222,76476,9C3C-4330-8A,2,868,1,41.994,0,83.988,32B0B56F-2823-4921-B6B9-012D3CD43641,29-11-13 23:00
47434,17450,6848-4C33-98,2,808,1,24.2945,0,48.589,DCF7E64C-6E9E-4003-A90F-F9DAED800693,30-07-12 22:00
50259,32148,2D7F-444F-AE,1,826,1,67.539,0,67.539,6609B168-7EEF-4438-9583-04FF83B78D8C,29-03-13 23:00
54034,51482,NA,1,977,1,539.99,0,539.99,40BDC3A2-3C4C-4390-B7AD-414E453D0800,06-08-13 22:00
59775,72245,NA,1,871,1,9.99,0,9.99,BE1EDB06-AEC5-460C-A81C-8B6F5DDD3CC0,08-11-13 23:00
63691,84791,NA,1,870,1,4.99,0,4.99,A23F877A-AF91-4808-9839-ED2A10B5D36C,05-01-14 23:00
65474,90957,NA,1,708,1,34.99,0,34.99,DF1DFBE5-06BB-4A67-A711-48E53AD1F263,30-01-14 23:00
52180,43640,NA,1,867,1,69.99,0,69.99,B23F1F1A-1F75-483D-9780-1F2F2DD1C169,05-07-13 22:00
51565,38834,NA,1,953,1,1214.85,0,1214.85,9BE2EE79-EF32-4608-B24F-6A33B59ABB9F,21-06-13 22:00
48295,22512,12F9-466B-B0,3,794,1,1308.9375,0,3926.8125,D78A5781-F02D-41BC-BF86-8F1DB7E2AFEF,29-10-12 23:00
62279,79603,NA,1,872,1,8.99,0,8.99,8E45FF4A-2822-4C83-A685-529FEB5CA191,15-12-13 23:00
73694,117957,NA,1,712,1,8.99,0,8.99,A7D46E87-C9DF-4A8B-A904-93A5DC67E035,23-05-14 22:00
68927,101048,NA,1,708,1,34.99,0,34.99,6BCFC0A3-D1CF-4A12-A051-AE16AF32087E,23-03-14 23:00
56485,59083,NA,1,930,1,35,0,35,C3744E29-D6A3-47B0-B303-02505101055A,19-09-13 22:00
74943,120882,NA,1,934,1,28.99,0,28.99,57705064-5AA1-4F0B-BEDB-8A76044D16C9,24-06-14 22:00
48381,23850,C4B2-44F3-BF,1,715,1,28.8404,0,28.8404,35657ED0-179E-4B59-8CA7-4D7380EE020F,29-10-12 23:00
49134,26921,F796-4455-94,2,783,1,1229.4589,0,2458.9178,7E50188B-50C5-4464-B5E2-9FCEE2FDD7F8,30-12-12 23:00
66532,93517,NA,1,928,1,24.99,0,24.99,76343685-9742-4D85-AE67-02DBEE613803,16-02-14 23:00
47976,20159,1D33-4555-83,7,780,1,1242.8518,0,8699.9626,10114949-8035-4119-A155-773D57D8C021,29-09-12 22:00
72458,114842,NA,1,882,1,53.99,0,53.99,77A4496D-95FF-413E-80F3-E60574E0C646,07-05-14 22:00
65315,90528,0FFB-4EB5-A3,1,910,1,31.584,0,31.584,3273DA0F-32C8-4DDC-ACCE-DC247E6AD03A,28-01-14 23:00
63282,83585,F7EE-4F12-B1,3,966,1,1430.442,0,4291.326,7A9D7F15-CC64-440A-9175-3D1D1340BC06,30-12-13 23:00
48017,20952,40DA-4972-BB,3,832,1,209.256,0,627.768,52B4C937-4F7B-488D-B51E-419972EC180A,29-09-12 22:00
53471,47341,7B7E-4C32-B2,1,873,1,1.374,0,1.374,D0187314-4C30-4A75-9F3C-F2A08E0F93E7,30-07-13 22:00
47476,18088,NA,1,779,1,2071.4196,0,2071.4196,AED83E21-0E69-4C25-AB23-7965ADA70EEB,01-08-12 22:00
55426,56438,NA,1,922,1,3.99,0,3.99,C751429B-12B7-4CF1-B7AB-F4145121B010,30-08-13 22:00
48757,24879,C817-44D2-B4,3,782,1,1229.4589,0,3688.3767,C079D266-B01C-4C27-B624-2B146EC16A30,29-11-12 23:00
53474,47439,E5B6-4103-8D,1,964,13,334.0575,0.15,283.948875,C5C4CC3D-ECE9-4F50-8A4B-AAEC2AEBA493,30-07-13 22:00
45039,5179,F427-497C-A1,2,730,1,183.9382,0,367.8764,DB40D668-C981-4E83-84DE-81723D1FCB00,30-11-11 23:00
48034,21245,995F-4D9D-A9,3,761,1,469.794,0,1409.382,7C7B401D-D1B5-4DB8-A905-325D3C96E506,29-09-12 22:00
69665,105271,NA,1,711,1,34.99,0,34.99,DC391EF2-0397-42CB-8583-FD4BBCAD738E,31-03-14 22:00
54763,53279,NA,1,999,1,539.99,0,539.99,8F5C59F6-D747-48BE-9ACE-B99A676829F1,19-08-13 22:00
65207,89290,B20E-440F-A3,3,859,1,14.694,0,44.082,149F07A0-9538-4CF7-B67D-E523E7368E03,28-01-14 23:00
55641,56974,NA,1,928,1,24.99,0,24.99,D96BA0CB-C16D-41D2-A1FF-200DA53BCD4A,03-09-13 22:00
60133,73148,NA,1,711,1,34.99,0,34.99,FF2EC7FD-A654-4861-9930-5C982D55D29E,13-11-13 23:00
56185,58343,NA,1,800,1,1120.49,0,1120.49,09E1915C-A125-4D3D-AC69-F0BFB89BF937,12-09-13 22:00
71849,112200,D1AA-4C46-B9,2,875,1,5.394,0,10.788,8E5B679C-0248-485C-9692-297D7F385F4C,30-04-14 22:00
57386,63719,NA,1,922,1,3.99,0,3.99,3FE40A30-A529-4C3D-9F27-FBFD4A9F2C0F,02-10-13 22:00
45062,5386,017E-486E-BC,1,761,1,419.4589,0,419.4589,32052FFA-9249-4AB4-BB8F-2A7BE5DB6219,30-11-11 23:00
53540,48956,1C52-4046-BA,1,892,1,602.346,0,602.346,676C9183-6859-4408-A573-86CE2AF6EFF2,30-07-13 22:00
52121,43501,NA,1,712,1,8.99,0,8.99,3437FEDF-AEB5-46DA-B8E4-7BC43D32F425,04-07-13 22:00
61248,76943,67A0-4D10-87,3,748,1,818.7,0,2456.1,5812AF86-38D1-4561-95D4-17D4A3F3577A,29-11-13 23:00
62714,80702,NA,1,869,1,69.99,0,69.99,32B29E1D-DC0C-4E6E-940C-2822F720E36C,23-12-13 23:00
68386,99666,NA,1,711,1,34.99,0,34.99,8D8B78D8-602C-4F5E-B3BB-E12BDBDFD82D,15-03-14 23:00
48744,24670,15DB-48CD-9B,2,782,1,1229.4589,0,2458.9178,56DB8B70-E88A-4C8C-BFCE-3CCDF3FC63EF,29-11-12 23:00
63204,82708,0DDD-45C6-B9,2,885,1,602.346,0,1204.692,4FF811A3-F945-4E64-BE2F-1A6D91B4453C,30-12-13 23:00
46994,14066,5E92-4A19-9E,4,809,1,33.7745,0,135.098,9E97ADD1-A634-40B5-926B-7A7C73C8296F,29-06-12 22:00
45043,5200,5114-4658-8F,4,709,1,5.7,0,22.8,5C817B56-EA0A-473C-92F2-4883D544DD6F,30-11-11 23:00
51101,36022,5853-46B4-AC,9,712,1,5.394,0,48.546,16C9A9C1-FE15-4F76-928B-021392E1092D,29-05-13 22:00
70727,107958,NA,1,707,1,34.99,0,34.99,D38E9B43-45C9-47AE-84A6-ED4F29C60F43,14-04-14 22:00
62579,80369,NA,1,801,1,1120.49,0,1120.49,F642C71E-6F87-4305-BB7F-FBD9401E7BDD,20-12-13 23:00
58590,66692,NA,1,883,1,53.99,0,53.99,EF9490D6-2E83-4124-8DA8-70B0246BDE89,24-10-13 22:00
59012,69553,6620-4CEA-A0,3,877,1,4.77,0,14.31,F26350C7-289C-4804-9081-ECFC614AC367,29-10-13 23:00
48059,21749,E21D-4968-B0,7,765,1,469.794,0,3288.558,098A4249-1059-4D50-AD98-6A23E040FB0B,29-09-12 22:00
74180,119176,NA,1,923,1,4.99,0,4.99,7CC20B55-A8AA-4F92-B3AF-D83FA02FB078,30-05-14 22:00
68616,100261,NA,1,932,1,24.99,0,24.99,3B311319-237F-42C8-8CB8-ECDC9ACF9001,18-03-14 23:00
71948,113469,DCEE-428D-87,5,974,1,1020.594,0,5102.97,41BA0869-88A1-4469-B2C4-E74183B6294F,30-04-14 22:00
60658,74437,NA,1,871,1,9.99,0,9.99,1B3893C8-7FE9-48D9-A4DD-B0C92A8C4B10,21-11-13 23:00
62092,79165,NA,1,929,1,29.99,0,29.99,05D35F27-2038-4E8C-B93F-B5A9E078D339,13-12-13 23:00
51828,41985,3204-40B6-A5,4,865,1,38.1,0,152.4,82293A2E-8934-4F1F-AEE5-DB24D9CF35E6,29-06-13 22:00
68496,99947,NA,1,712,1,8.99,0,8.99,8F94A1DC-026A-4E5B-8D6F-6656448E5773,17-03-14 23:00
48310,22799,B389-4D7D-85,1,717,1,780.8182,0,780.8182,9BF66BDA-9B6F-4442-A4C9-6EB7F061A4B1,29-10-12 23:00
53502,48013,DC5E-4F14-87,1,892,1,602.346,0,602.346,C185FB36-ABFC-4C1F-ABE3-F753F1B8CA1F,30-07-13 22:00
57010,60347,NA,1,977,1,539.99,0,539.99,18A92E97-20E1-45A1-A1FF-2EA99F18B0BB,28-09-13 22:00
72510,114965,NA,1,998,1,539.99,0,539.99,329B72AE-1BC1-4B29-8EB5-D1AB246EFC95,07-05-14 22:00
60486,74019,NA,1,707,1,34.99,0,34.99,8388F4E0-C74C-415B-A32B-14267D66B13E,18-11-13 23:00
65139,88383,NA,1,870,1,4.99,0,4.99,A83C031D-903C-4105-9586-82B8CC2F71D5,27-01-14 23:00
48012,20831,AF9F-4901-9E,3,857,1,53.994,0,161.982,A07787A3-FD57-446A-B345-283089A0A646,29-09-12 22:00
65043,88158,NA,1,712,1,8.99,0,8.99,97D3CD56-FF9F-49FF-9314-4A6854635E99,26-01-14 23:00
58835,67276,NA,1,872,1,8.99,0,8.99,12A40C7F-AA92-4DAC-9410-D2F85B444A5A,27-10-13 23:00
70072,106307,NA,1,968,1,2384.07,0,2384.07,47ECA73E-EBB6-48B2-9E1E-37A3289CD329,05-04-14 22:00
74448,119782,NA,1,921,1,4.99,0,4.99,F3B87C9B-8D1C-432E-9C79-DDD2ADBEC7B5,08-06-14 22:00
43895,1005,5233-4CB8-BC,6,712,1,5.1865,0,31.119,5AC6D3E3-26EA-423E-B134-614E71F59ED8,30-06-11 22:00
65632,91329,NA,1,878,1,21.98,0,21.98,BD261490-EA9D-4A17-92E5-F77AFDD4BB7F,02-02-14 23:00
44100,1661,D5BC-4BB2-BF,3,716,1,28.8404,0,86.5212,127BC953-EC45-4987-8D13-17815C1B728A,31-07-11 22:00
65951,92106,NA,1,781,1,2319.99,0,2319.99,1F6DAB10-5786-404F-8081-F430E99CDF6F,07-02-14 23:00
61516,77730,NA,1,923,1,4.99,0,4.99,05951640-089C-45AF-B663-DB22E655F41D,03-12-13 23:00
53484,47689,CEC0-499D-80,2,981,1,461.694,0,923.388,B142568E-15CD-4920-A566-B591356D05F1,30-07-13 22:00
48386,23936,7AB1-4817-8F,2,716,1,28.8404,0,57.6808,8CBF951D-57E3-4852-80F7-5BC9BA6D0809,29-10-12 23:00
64201,86058,NA,1,870,1,4.99,0,4.99,D95086A6-C1D3-4204-AF76-7BA72C3CB502,13-01-14 23:00
48380,23825,580B-4A1F-A4,1,809,1,33.7745,0,33.7745,EBD9DCBC-0687-4C40-AA0D-090F21D7A2BF,29-10-12 23:00
45065,5424,FF2F-48B8-B2,2,767,1,419.4589,0,838.9178,FFA37649-D5E6-459B-AD62-59FFEC9E7AA8,30-11-11 23:00
53457,46931,B3F3-4A07-9B,5,920,1,158.43,0,792.15,CAC7AD2C-9977-48C2-8BB0-A89CD2D1E5E9,30-07-13 22:00
59762,72215,NA,1,871,1,9.99,0,9.99,A2D61CE6-B96D-4131-AED5-0B3A8D561CB5,08-11-13 23:00
53483,47675,A0BE-40E0-81,4,860,1,14.694,0,58.776,C612019E-5900-4459-96C7-8CDDC933709C,30-07-13 22:00
44019,1385,NA,1,749,1,3578.27,0,3578.27,A85FD81A-C502-423B-8DD6-91C770519FD1,20-07-11 22:00
56217,58420,NA,1,959,1,742.35,0,742.35,1D7D09AA-FB02-4206-A279-820C0FC9D047,13-09-13 22:00
66479,93399,NA,1,780,1,2319.99,0,2319.99,CA6DA494-63F4-4398-92E2-0737739C125A,15-02-14 23:00
63437,84162,NA,1,708,1,34.99,0,34.99,80842C47-C166-4A51-BC5D-B812182F755F,01-01-14 23:00
46645,11571,F857-4A6D-9C,8,804,1,137.694,0,1101.552,A0D31375-8B0D-4C1E-99C9-C151E744F79E,29-05-12 22:00
66051,92356,NA,1,921,1,4.99,0,4.99,99AA3DFC-AF8B-4EC2-AF85-E9D562C59442,08-02-14 23:00
62443,80038,NA,1,859,1,24.49,0,24.49,98F85740-4A53-4AAE-A4BA-61B3DC3128D5,18-12-13 23:00
48772,25210,5F71-41A2-93,2,765,1,469.794,0,939.588,A55665AE-1F7E-443F-93BA-2E6AECDDE98E,29-11-12 23:00
67322,96632,1881-4634-82,3,968,1,1430.442,0,4291.326,B6E9C48B-1235-45C7-9CCA-8BF36C68F376,28-02-14 23:00
44562,3803,1856-47B2-AD,2,753,1,2146.962,0,4293.924,C52D1A0C-667F-462B-B947-F9E73470C6B3,30-09-11 22:00
46363,10143,29D0-4A7E-9E,2,725,1,183.9382,0,367.8764,949AB275-61A0-4598-9972-9B521B67E69F,29-04-12 22:00
59059,70113,FD9E-44C4-97,2,967,1,1430.442,0,2860.884,4A2BB768-439E-49C5-9F96-7684C545D590,29-10-13 23:00
66158,92635,NA,1,707,1,34.99,0,34.99,6A516473-7CE5-483C-9755-D4E82D7B2B52,10-02-14 23:00
46627,11225,A7A2-45B6-97,6,856,1,53.994,0,323.964,89D6DAC0-95BB-414D-9B1D-30F771923D06,29-05-12 22:00
44755,4310,3B0A-428C-99,1,756,1,874.794,0,874.794,9AD767B1-AB0D-480C-B507-F7C5F561E75C,30-10-11 23:00
52856,45304,NA,1,929,1,29.99,0,29.99,716C14F7-2E59-47E8-B358-8B271F1BADD6,18-07-13 22:00
73463,117362,NA,1,930,1,35,0,35,1B8F08F1-0C72-47B9-9E75-E2C54044A8F8,20-05-14 22:00
58416,66262,NA,1,783,1,2294.99,0,2294.99,0344D546-1DE8-4B4F-BAF4-DA5FE4E4B521,21-10-13 22:00
45693,7520,NA,1,752,1,3578.27,0,3578.27,A9047DB3-E4A4-4EFE-AAD7-C4F1BDAA53E8,14-02-12 23:00
59237,70887,NA,1,880,1,54.99,0,54.99,76A8AE97-6177-419F-BA74-F2DB1E95F832,31-10-13 23:00
60546,74176,NA,1,930,1,35,0,35,A264C02E-5109-4212-ACA7-6D8CF06260A7,19-11-13 23:00
67914,98505,NA,1,933,1,32.6,0,32.6,76A9984A-EC7F-4533-A921-AE828DBC0A97,08-03-14 23:00
63639,84668,NA,1,711,1,34.99,0,34.99,794BFB7D-B5F0-4109-93DA-86FA98F28ACD,04-01-14 23:00
67904,98482,NA,1,932,1,24.99,0,24.99,0133BC57-7A49-4ABE-B197-D60D959F531B,08-03-14 23:00
56327,58694,NA,1,712,1,8.99,0,8.99,1F256E26-8585-4503-A717-EA88D7467C9F,15-09-13 22:00
64396,86542,NA,1,921,1,4.99,0,4.99,B1F9C7E1-8AD0-4782-8728-B00AA6BC1E17,16-01-14 23:00
72504,114950,NA,1,976,1,1700.99,0,1700.99,ED59A162-7CB8-443E-9EFB-83D17482365B,07-05-14 22:00
68186,99172,NA,1,989,1,539.99,0,539.99,FB00362B-327B-4C5B-A2BE-7CF79CB94E9E,12-03-14 23:00
56177,58322,NA,1,870,1,4.99,0,4.99,54210C4D-B3D2-4346-A3CD-D616D03184E7,12-09-13 22:00
51684,39144,NA,1,871,1,9.99,0,9.99,2B639138-814C-4A9E-A03F-7D863FFE9E2A,28-06-13 22:00
51693,39203,6FEB-4D5B-92,6,913,1,31.584,0,189.504,DDF9712A-D102-4F8B-9566-6824CD5DEE1F,29-06-13 22:00
51486,38611,NA,1,922,1,3.99,0,3.99,DC3069F6-6343-4EBB-AFC3-5E6716D9D1A8,17-06-13 22:00
46974,13594,BEE6-4EC8-8E,1,861,1,22.794,0,22.794,35E0150B-5CF8-4253-BABB-C0BD33B0AD7E,29-06-12 22:00
68662,100384,NA,1,782,1,2294.99,0,2294.99,671DFDA0-2CD2-453A-8845-F830954FA039,19-03-14 23:00
55268,55159,47E6-44B3-A4,12,880,2,31.8942,0.02,375.075792,1B01AF3E-5E74-44E4-BA4F-90B1C5F05BEF,29-08-13 22:00
67859,98361,NA,1,873,1,2.29,0,2.29,5A866AE3-E0A6-4811-A183-567A33CE9094,07-03-14 23:00
74054,118854,NA,1,922,1,3.99,0,3.99,67DF32BE-A06A-441C-AA9D-F2646960FFB9,28-05-14 22:00
73733,118070,NA,1,933,1,32.6,0,32.6,9366C87F-5D04-4AC6-BFD4-59E52E8085EE,24-05-14 22:00
51137,36949,A47F-4FEF-94,7,781,1,1391.994,0,9743.958,1C14B308-CEC5-412B-82F3-DDC498218172,29-05-13 22:00
67348,97051,4BD1-4782-A3,3,983,1,461.694,0,1385.082,41ACBF10-E8B5-49EA-B5F3-9DF5DBC9F948,28-02-14 23:00
47420,17296,0FE1-420D-AA,2,815,1,36.447,0,72.894,DF6B1BAE-6656-4F33-9DA3-9F7E0B2DE8B1,30-07-12 22:00
47674,18596,D724-43A2-B7,2,762,1,469.794,0,939.588,7EFFF2CC-5447-481F-9E77-DC3B7310D807,29-08-12 22:00
51773,40905,14B1-48BF-A0,5,881,1,32.394,0,161.97,6A440567-3689-44F6-B8B2-5C818AA3CCA0,29-06-13 22:00
51140,37032,0583-4C94-BA,7,716,1,29.994,0,209.958,FA60DEB5-65C4-45A8-9F39-D8C6EE024AB8,29-05-13 22:00
48065,21821,1B78-4DE6-BC,3,767,1,469.794,0,1409.382,4082083A-71B7-4B1D-BBD3-8F2096ED7318,29-09-12 22:00
49533,28739,5895-4BD4-A3,8,708,1,20.1865,0,161.492,CE4F712A-E969-4C3C-B4C7-F0097FAE68E9,27-01-13 23:00
68581,100163,NA,1,932,1,24.99,0,24.99,8428345E-2922-49A2-9FE0-E9939247E0ED,18-03-14 23:00
57454,63881,NA,1,875,1,8.99,0,8.99,859F4D37-2BB3-44A4-8B2D-B093A0F199AF,03-10-13 22:00
63134,81897,C153-4E91-9B,1,969,1,1430.442,0,1430.442,313189E9-1766-4DF5-ADFC-99D64948450B,30-12-13 23:00
57941,65067,NA,1,711,1,34.99,0,34.99,18311059-1CC6-4E03-9417-4FB8F44C0849,12-10-13 22:00
44522,3331,B9A9-4D27-B7,2,738,1,178.5808,0,357.1616,5FA237B8-47D6-473C-A5AA-7AC45C131367,30-09-11 22:00
48758,24931,709A-4AE0-B1,5,844,1,11.994,0,59.97,813C571A-D06D-493E-9DCD-48D85CCD8EA3,29-11-12 23:00
61238,76742,0A37-46F4-8E,2,708,1,20.994,0,41.988,580C334F-488A-4BAF-AC4C-120C1510BDEF,29-11-13 23:00
62079,79132,NA,1,782,1,2294.99,0,2294.99,DEB8C5FE-51BD-4B64-BAE2-19A4D4692CCA,12-12-13 23:00
63182,82502,DA28-4B67-AB,3,972,1,728.91,0,2186.73,7C76B5E2-1E52-4F3B-BAE9-DB851990CB83,30-12-13 23:00
47042,15118,42DB-4E2E-B9,3,817,1,180.129,0,540.387,7844AC18-6956-4DF4-9A70-18766B6DBEC8,29-06-12 22:00
59540,71672,NA,1,707,1,34.99,0,34.99,C4831770-3376-4AFF-A971-3530E0BEA21D,04-11-13 23:00
47986,20250,3373-4C22-A9,9,784,1,1229.4589,0,11065.1301,F0C96354-86E0-4479-8B72-F7F30154CB07,29-09-12 22:00
62668,80588,NA,1,870,1,4.99,0,4.99,47D73DA5-3BEC-437D-93DA-35D03945F199,22-12-13 23:00
63002,81418,NA,1,873,1,2.29,0,2.29,A868538B-9BC9-4F86-8422-995D515FDB25,27-12-13 23:00
53321,46416,NA,1,711,1,34.99,0,34.99,36185E8F-FC87-4D4A-AA67-BF4D60B3F0C1,27-07-13 22:00
57987,65183,NA,1,707,1,34.99,0,34.99,ED28B9D9-3D10-47A2-A044-6F3180EBE742,13-10-13 22:00
52767,45087,NA,1,997,1,539.99,0,539.99,9F6E12D4-6FF3-4167-B44E-52044FDD6F01,16-07-13 22:00
55986,57846,NA,1,929,1,29.99,0,29.99,BAEC8A4E-4CB4-416C-BE42-A8764FD32609,09-09-13 22:00
50724,34732,E9DD-40CA-B2,4,809,1,33.7745,0,135.098,015EF8DF-BAC9-46C1-A0DA-36304CC8937B,29-04-13 22:00
67852,98340,NA,1,983,1,769.49,0,769.49,6CF5C6D2-D75B-4FC9-A3A5-F92AE99BC533,07-03-14 23:00
55949,57752,NA,1,871,1,9.99,0,9.99,DB0E0D87-02AF-412D-A286-685AFF3E4695,08-09-13 22:00
45555,7166,B11A-41CE-84,1,742,1,722.5949,0,722.5949,5AE01E7F-C1B7-411B-8E65-33C3DD187859,28-01-12 23:00
57950,65090,NA,1,799,1,1120.49,0,1120.49,B858CC4A-7556-4D02-965C-9F25C7C460E2,12-10-13 22:00
62685,80637,NA,1,977,1,539.99,0,539.99,31FFF8D5-8362-4BA2-B41C-CA5AEDED4F90,22-12-13 23:00
61018,75348,NA,1,921,1,4.99,0,4.99,E15337DF-036C-4B6F-A38E-6271901CB35D,26-11-13 23:00
