SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
68561,8,18-03-14,31-03-14,26-03-14,5,1,SO68561,NA,10-4030-027600,27600,NA,4,29100,29100,1,7765,221475Vi40216,NA,23.78,1.9024,0.5945,26.2769,NA,07A9B006-92C9-4F4A-BEBD-E3CE01E00BD2,25-03-14 23:00
69730,8,01-04-14,14-04-14,09-04-14,5,1,SO69730,NA,10-4030-018215,18215,NA,9,21491,21491,1,9090,618890Vi46893,11777,8.99,0.7192,0.2248,9.934,NA,FBD4E3B8-2CA6-408F-B411-BEA161EB70BD,08-04-14 22:00
45167,8,15-12-11,28-12-11,23-12-11,5,1,SO45167,NA,10-4030-018706,18706,NA,9,14690,14690,1,8980,234362Vi46296,2559,3578.27,286.2616,89.4568,3953.9884,NA,D463CF3D-47FB-4B3D-B735-EDFCE30C4565,22-12-11 23:00
63795,8,06-01-14,19-01-14,14-01-14,5,1,SO63795,NA,10-4030-015354,15354,NA,10,29566,29566,1,NA,NA,10847,2393.06,191.4448,59.8265,2644.3313,NA,A27317AF-3E99-4144-8013-0550825EF8CD,13-01-14 23:00
62318,8,16-12-13,29-12-13,24-12-13,5,1,SO62318,NA,10-4030-019175,19175,NA,10,18168,18168,1,7333,926918Vi38050,10616,24.99,1.9992,0.6248,27.614,NA,4BA2F521-425D-4D88-A5FE-069182D5BEFB,23-12-13 23:00
52582,8,13-07-13,26-07-13,21-07-13,5,1,SO52582,NA,10-4030-022924,22924,NA,9,19137,19137,1,13209,417559Vi68518,8895,90.95,7.276,2.2738,100.4998,NA,C1933A78-FB11-4FB4-8E1D-3A95D9271B80,20-07-13 22:00
50209,8,29-03-13,11-04-13,06-04-13,5,0,SO50209,PO15573136083,10-4020-000487,30045,284,1,886,886,5,2658,105674Vi13788,NA,30242.8503,2887.4374,902.3242,34032.6119,NA,5EAF72F3-C5C6-4C7E-ABA9-E5029969B433,05-04-13 22:00
58447,8,21-10-13,03-11-13,29-10-13,5,1,SO58447,NA,10-4030-017899,17899,NA,7,22964,22964,1,18475,826898Vi95958,NA,29.99,2.3992,0.7498,33.139,NA,4E2D3730-3848-4BCF-8099-1C162825EB9B,28-10-13 23:00
52277,8,06-07-13,19-07-13,14-07-13,5,1,SO52277,NA,10-4030-021041,21041,NA,7,15735,15735,1,1263,1042257Vi6417,NA,589.96,47.1968,14.749,651.9058,NA,6C8B779F-0345-419F-9B56-3A2A12F4B8AD,13-07-13 22:00
67675,8,04-03-14,17-03-14,12-03-14,5,1,SO67675,NA,10-4030-014715,14715,NA,8,28368,28368,1,393,326860Vi1990,NA,31.27,2.5016,0.7818,34.5534,NA,EEAE98DA-0953-4732-929D-588536CC3DC6,11-03-14 23:00
48951,8,18-12-12,31-12-12,26-12-12,5,1,SO48951,NA,10-4030-029388,29388,NA,7,18216,18216,1,6379,631329Vi33098,NA,2071.4196,165.7136,51.7855,2288.9187,NA,93178EB1-9ACD-42FC-B4FB-56F698110381,25-12-12 23:00
62227,8,14-12-13,27-12-13,22-12-13,5,1,SO62227,NA,10-4030-017025,17025,NA,6,27082,27082,1,17288,1041716Vi89757,10591,1709.98,136.7984,42.7495,1889.5279,NA,84E8EBF3-B473-41DB-AFAD-52F71B001682,21-12-13 23:00
51133,8,29-05-13,11-06-13,06-06-13,5,0,SO51133,PO16066128355,10-4020-000185,29893,281,4,1018,1018,5,5424,117593Vi28420,NA,1020.594,97.977,30.6178,1149.1888,NA,DBD03041-596B-47A5-BC41-552B3408D713,05-06-13 22:00
70284,8,08-04-14,21-04-14,16-04-14,5,1,SO70284,NA,10-4030-011510,11510,NA,6,13396,13396,1,7163,128924Vi37185,11856,99.47,7.9576,2.4868,109.9144,NA,24184343-7A2A-4C87-B97E-5A39E42D8424,15-04-14 22:00
63518,8,02-01-14,15-01-14,10-01-14,5,1,SO63518,NA,10-4030-023740,23740,NA,4,26283,26283,1,14269,223221Vi73998,NA,36.59,2.9272,0.9148,40.432,NA,09621542-8EF7-4A3B-B097-7FD9EB444507,09-01-14 23:00
59825,8,08-11-13,21-11-13,16-11-13,5,1,SO59825,NA,10-4030-016219,16219,NA,6,23293,23293,1,6540,641247Vi33966,10195,553.97,44.3176,13.8493,612.1369,NA,AA7D25A6-3F07-4184-A467-12C95433727A,15-11-13 23:00
51585,8,22-06-13,05-07-13,30-06-13,5,1,SO51585,NA,10-4030-019240,19240,NA,4,22961,22961,1,7019,841511Vi36475,NA,1155.48,92.4384,28.887,1276.8054,NA,FB33B1AF-65E7-43B3-9F4A-12859C03865B,29-06-13 22:00
63826,8,07-01-14,20-01-14,15-01-14,5,1,SO63826,NA,10-4030-023014,23014,NA,9,28731,28731,1,10816,718089Vi55813,10853,13.98,1.1184,0.3495,15.4479,NA,0D02699F-6B2A-41F1-A3E8-C33D8B0C20E2,14-01-14 23:00
62371,8,17-12-13,30-12-13,25-12-13,5,1,SO62371,NA,10-4030-026859,26859,NA,7,18627,18627,1,13029,528534Vi67414,NA,33.98,2.7184,0.8495,37.5479,NA,8B2A86DC-5A6E-4B0E-B969-D73C9E928C4B,24-12-13 23:00
48995,8,23-12-12,05-01-13,31-12-12,5,1,SO48995,NA,10-4030-028885,28885,NA,7,12102,12102,1,8873,831318Vi45762,NA,2071.4196,165.7136,51.7855,2288.9187,NA,E3D918F2-4622-4812-A6A0-5B7E40E9D640,30-12-12 23:00
60488,8,18-11-13,01-12-13,26-11-13,5,1,SO60488,NA,10-4030-017213,17213,NA,10,18244,18244,1,11807,928967Vi61046,10308,54.98,4.3984,1.3745,60.7529,NA,61144F3D-16AF-4983-A0AA-EA485418E1D8,25-11-13 23:00
72765,8,11-05-14,24-05-14,19-05-14,5,1,SO72765,NA,10-4030-014586,14586,NA,6,28527,28527,1,10132,129805Vi52233,12219,39.99,3.1992,0.9998,44.189,NA,686711FF-AF92-43B6-9422-87F436DE9ADD,18-05-14 22:00
63573,8,03-01-14,16-01-14,11-01-14,5,1,SO63573,NA,10-4030-021708,21708,NA,1,16959,16959,1,10598,123344Vi54658,NA,49.97,3.9976,1.2493,55.2169,NA,E4B93B08-05A1-4F6A-9912-E4E27A3A17AB,10-01-14 23:00
63414,8,31-12-13,13-01-14,08-01-14,5,1,SO63414,NA,10-4030-023125,23125,NA,1,19217,19217,1,15211,841169Vi78680,NA,603.49,48.2792,15.0873,666.8565,NA,4E85B5BB-9EFD-40F4-B716-C4309BE0CED4,07-01-14 23:00
56840,8,25-09-13,08-10-13,03-10-13,5,1,SO56840,NA,10-4030-020983,20983,NA,9,19645,19645,1,17084,1238623Vi88729,9709,600.46,48.0368,15.0115,663.5083,NA,3C6BA0A7-C2A6-4A86-AE12-0E11F69BBADD,02-10-13 22:00
66926,8,22-02-14,07-03-14,02-03-14,5,1,SO66926,NA,10-4030-025949,25949,NA,9,12067,12067,1,16225,138483Vi83931,11359,1183.47,94.6776,29.5868,1307.7344,NA,6437E866-2D31-4A16-9ECB-2C08C6AE9E59,01-03-14 23:00
54522,8,15-08-13,28-08-13,23-08-13,5,1,SO54522,NA,10-4030-029400,29400,NA,8,15955,15955,1,2398,742194Vi12501,NA,617.47,49.3976,15.4368,682.3044,NA,702D06AE-5E15-45ED-9AD5-1DC404D9F909,22-08-13 22:00
60843,8,24-11-13,07-12-13,02-12-13,5,1,SO60843,NA,10-4030-015149,15149,NA,9,11710,11710,1,11581,1218624Vi59861,10369,34.99,2.7992,0.8748,38.664,NA,BD5A87DE-C81C-4478-9F9B-63BAA478B9DF,01-12-13 23:00
64696,8,20-01-14,02-02-14,28-01-14,5,1,SO64696,NA,10-4030-026515,26515,NA,4,16904,16904,1,14869,621677Vi77003,NA,89.46,7.1568,2.2365,98.8533,NA,2ADAA2B9-81B8-4DD9-A7FE-7EC163279BEA,27-01-14 23:00
45547,8,28-01-12,10-02-12,05-02-12,5,0,SO45547,PO10382198471,10-4020-000453,29769,277,3,609,609,5,17132,76442Vi88949,NA,40766.88,3913.0885,1222.8402,45902.8087,NA,A8A789FD-A937-47CA-8D88-FEAFD811829B,04-02-12 23:00
46550,8,21-05-12,03-06-12,29-05-12,5,1,SO46550,NA,10-4030-026097,26097,NA,4,15189,15189,1,15377,1133233Vi79417,NA,3374.99,269.9992,84.3748,3729.364,NA,185FC447-B917-44F5-85FD-39CF1623F3CA,28-05-12 22:00
66108,8,09-02-14,22-02-14,17-02-14,5,1,SO66108,NA,10-4030-013330,13330,NA,6,12301,12301,1,7699,1223710Vi39891,11218,14.98,1.1984,0.3745,16.5529,NA,3036BCA5-9C75-4B46-89FC-B53F2B6B4D1A,16-02-14 23:00
71343,8,23-04-14,06-05-14,01-05-14,5,1,SO71343,NA,10-4030-018565,18565,NA,1,22546,22546,1,15227,241967Vi78766,NA,1789.45,143.156,44.7363,1977.3423,NA,23B88F2A-22A2-4B55-857E-246328902592,30-04-14 22:00
65297,8,28-01-14,10-02-14,05-02-14,5,0,SO65297,PO1015113846,10-4020-000122,30066,288,8,721,721,5,2880,37372Vi15000,11088,728.91,69.9754,21.8673,820.7527,NA,EC902D00-0383-4A7E-B835-298956E26BCF,04-02-14 23:00
46189,8,09-04-12,22-04-12,17-04-12,5,1,SO46189,NA,10-4030-020606,20606,NA,9,16263,16263,1,1075,834194Vi5360,3835,3578.27,286.2616,89.4568,3953.9884,NA,08C886FF-261E-46B9-AEF4-041BCFE2CF2E,16-04-12 22:00
51778,8,29-06-13,12-07-13,07-07-13,5,0,SO51778,PO3161175221,10-4020-000359,29619,277,2,793,793,5,553,116921Vi2865,NA,3051.9477,275.8793,86.2123,3414.0393,NA,172C9D0C-E276-4C8C-B3C7-B5B622A850BB,06-07-13 22:00
50905,8,12-05-13,25-05-13,20-05-13,5,1,SO50905,NA,10-4030-027576,27576,NA,1,15832,15832,1,7186,1230285Vi37286,NA,2071.4196,165.7136,51.7855,2288.9187,NA,E76A649B-E895-445A-8EF3-FCBA95FF2684,19-05-13 22:00
57801,8,10-10-13,23-10-13,18-10-13,5,1,SO57801,NA,10-4030-019574,19574,NA,9,18085,18085,1,1603,518817Vi8219,9874,36.27,2.9016,0.9068,40.0784,NA,2A68B733-96CF-4220-A693-63C600FA2084,17-10-13 22:00
73199,8,17-05-14,30-05-14,25-05-14,5,1,SO73199,NA,10-4030-011276,11276,NA,6,24521,24521,1,1246,322269Vi6323,12285,36.59,2.9272,0.9148,40.432,NA,218EC89D-6057-4717-B6C4-11F5D7DEC291,24-05-14 22:00
48947,8,17-12-12,30-12-12,25-12-12,5,1,SO48947,NA,10-4030-013957,13957,NA,9,19699,19699,1,4346,834867Vi22803,6607,2071.4196,165.7136,51.7855,2288.9187,NA,B4290F8C-AE59-48D5-BAEB-263ACB0C68EF,24-12-12 23:00
60238,8,14-11-13,27-11-13,22-11-13,5,1,SO60238,NA,10-4030-019971,19971,NA,9,27143,27143,1,15588,138322Vi80550,10259,2478.34,198.2672,61.9585,2738.5657,NA,A21066E1-5625-4EC9-AF58-E9DE3C46E227,21-11-13 23:00
70455,8,11-04-14,24-04-14,19-04-14,5,1,SO70455,NA,10-4030-012361,12361,NA,9,27917,27917,1,14882,517002Vi77077,11887,29.98,2.3984,0.7495,33.1279,NA,436B8E14-6B1D-4F28-A5B3-6224CAFEFCAC,18-04-14 22:00
56742,8,23-09-13,06-10-13,01-10-13,5,1,SO56742,NA,10-4030-013083,13083,NA,1,15912,15912,1,4731,837199Vi24821,NA,2350.96,188.0768,58.774,2597.8108,NA,FA0765B8-CF4F-48A8-A965-45B7B2843D17,30-09-13 22:00
73778,8,24-05-14,06-06-14,01-06-14,5,1,SO73778,NA,10-4030-022634,22634,NA,10,23460,23460,1,6833,1141951Vi35608,12365,1775.47,142.0376,44.3868,1961.8944,NA,6019C4F1-D95C-480F-8E83-D23B60383254,31-05-14 22:00
55869,8,07-09-13,20-09-13,15-09-13,5,1,SO55869,NA,10-4030-012272,12272,NA,10,15660,15660,1,17354,1216418Vi90145,9516,2316.97,185.3576,57.9243,2560.2519,NA,5B2C947E-27F3-4F8D-8BDD-D54E0A21B115,14-09-13 22:00
51005,8,21-05-13,03-06-13,29-05-13,5,1,SO51005,NA,10-4030-015990,15990,NA,4,23811,23811,1,14488,933496Vi75132,NA,782.99,62.6392,19.5748,865.204,NA,F65AF8B1-48AE-49F2-82B9-252CE38E2BB4,28-05-13 22:00
60005,8,11-11-13,24-11-13,19-11-13,5,1,SO60005,NA,10-4030-011833,11833,NA,6,22431,22431,1,5557,1125002Vi29101,10228,13.98,1.1184,0.3495,15.4479,NA,BDB5319D-F826-4FD0-A333-C9B80FD21D7B,18-11-13 23:00
64067,8,11-01-14,24-01-14,19-01-14,5,1,SO64067,NA,10-4030-017900,17900,NA,7,19749,19749,1,5363,819648Vi28087,NA,1750.98,140.0784,43.7745,1934.8329,NA,DA7892BA-13BC-4C30-AB9B-02DAF00AFEB7,18-01-14 23:00
54693,8,18-08-13,31-08-13,26-08-13,5,1,SO54693,NA,10-4030-017101,17101,NA,10,29206,29206,1,NA,NA,9296,94.97,7.5976,2.3743,104.9419,NA,7CC4E7AA-CE70-452A-A358-A628612915F1,25-08-13 22:00
44309,8,30-08-11,12-09-11,07-09-11,5,0,SO44309,PO3393112350,10-4020-000549,29912,279,5,971,971,5,267,37974Vi1394,NA,27612.424,2650.9602,828.4251,31091.8093,NA,FC7CE8F4-3428-4043-B667-575D7A613D45,06-09-11 22:00
